
 
 #Time = 0.0000000000 
-1.004  0.0  0.0  0.0  
-1.002  -49.4974746831  245.0  0.0  
-1.0  0.0  490.0  0.0  
-0.998  0.0  490.0  0.0  
-0.996  0.0  490.0  0.0  
-0.994  0.0  490.0  0.0  
-0.992  0.0  490.0  0.0  
-0.99  0.0  490.0  0.0  
-0.988  0.0  490.0  0.0  
-0.986  0.0  490.0  0.0  
-0.984  0.0  490.0  0.0  
-0.982  0.0  490.0  0.0  
-0.98  0.0  490.0  0.0  
-0.978  0.0  490.0  0.0  
-0.976  0.0  490.0  0.0  
-0.974  0.0  490.0  0.0  
-0.972  0.0  490.0  0.0  
-0.97  0.0  490.0  0.0  
-0.968  0.0  490.0  0.0  
-0.966  0.0  490.0  0.0  
-0.964  0.0  490.0  0.0  
-0.962  0.0  490.0  0.0  
-0.96  0.0  490.0  0.0  
-0.958  0.0  490.0  0.0  
-0.956  0.0  490.0  0.0  
-0.954  0.0  490.0  0.0  
-0.952  0.0  490.0  0.0  
-0.95  0.0  490.0  0.0  
-0.948  0.0  490.0  0.0  
-0.946  0.0  490.0  0.0  
-0.944  0.0  490.0  0.0  
-0.942  0.0  490.0  0.0  
-0.94  0.0  490.0  0.0  
-0.938  0.0  490.0  0.0  
-0.936  0.0  490.0  0.0  
-0.934  0.0  490.0  0.0  
-0.932  0.0  490.0  0.0  
-0.93  0.0  490.0  0.0  
-0.928  0.0  490.0  0.0  
-0.926  0.0  490.0  0.0  
-0.924  0.0  490.0  0.0  
-0.922  0.0  490.0  0.0  
-0.92  0.0  490.0  0.0  
-0.918  0.0  490.0  0.0  
-0.916  0.0  490.0  0.0  
-0.914  0.0  490.0  0.0  
-0.912  0.0  490.0  0.0  
-0.91  0.0  490.0  0.0  
-0.908  0.0  490.0  0.0  
-0.906  0.0  490.0  0.0  
-0.904  0.0  490.0  0.0  
-0.902  0.0  490.0  0.0  
-0.9  0.0  490.0  0.0  
-0.898  0.0  490.0  0.0  
-0.896  0.0  490.0  0.0  
-0.894  0.0  490.0  0.0  
-0.892  0.0  490.0  0.0  
-0.89  0.0  490.0  0.0  
-0.888  0.0  490.0  0.0  
-0.886  0.0  490.0  0.0  
-0.884  0.0  490.0  0.0  
-0.882  0.0  490.0  0.0  
-0.88  0.0  490.0  0.0  
-0.878  0.0  490.0  0.0  
-0.876  0.0  490.0  0.0  
-0.874  0.0  490.0  0.0  
-0.872  0.0  490.0  0.0  
-0.87  0.0  490.0  0.0  
-0.868  0.0  490.0  0.0  
-0.866  0.0  490.0  0.0  
-0.864  0.0  490.0  0.0  
-0.862  0.0  490.0  0.0  
-0.86  0.0  490.0  0.0  
-0.858  0.0  490.0  0.0  
-0.856  0.0  490.0  0.0  
-0.854  0.0  490.0  0.0  
-0.852  0.0  490.0  0.0  
-0.85  0.0  490.0  0.0  
-0.848  0.0  490.0  0.0  
-0.846  0.0  490.0  0.0  
-0.844  0.0  490.0  0.0  
-0.842  0.0  490.0  0.0  
-0.84  0.0  490.0  0.0  
-0.838  0.0  490.0  0.0  
-0.836  0.0  490.0  0.0  
-0.834  0.0  490.0  0.0  
-0.832  0.0  490.0  0.0  
-0.83  0.0  490.0  0.0  
-0.828  0.0  490.0  0.0  
-0.826  0.0  490.0  0.0  
-0.824  0.0  490.0  0.0  
-0.822  0.0  490.0  0.0  
-0.82  0.0  490.0  0.0  
-0.818  0.0  490.0  0.0  
-0.816  0.0  490.0  0.0  
-0.814  0.0  490.0  0.0  
-0.812  0.0  490.0  0.0  
-0.81  0.0  490.0  0.0  
-0.808  0.0  490.0  0.0  
-0.806  0.0  490.0  0.0  
-0.804  0.0  490.0  0.0  
-0.802  0.0  490.0  0.0  
-0.8  0.0  490.0  0.0  
-0.798  0.0  490.0  0.0  
-0.796  0.0  490.0  0.0  
-0.794  0.0  490.0  0.0  
-0.792  0.0  490.0  0.0  
-0.79  0.0  490.0  0.0  
-0.788  0.0  490.0  0.0  
-0.786  0.0  490.0  0.0  
-0.784  0.0  490.0  0.0  
-0.782  0.0  490.0  0.0  
-0.78  0.0  490.0  0.0  
-0.778  0.0  490.0  0.0  
-0.776  0.0  490.0  0.0  
-0.774  0.0  490.0  0.0  
-0.772  0.0  490.0  0.0  
-0.77  0.0  490.0  0.0  
-0.768  0.0  490.0  0.0  
-0.766  0.0  490.0  0.0  
-0.764  0.0  490.0  0.0  
-0.762  0.0  490.0  0.0  
-0.76  0.0  490.0  0.0  
-0.758  0.0  490.0  0.0  
-0.756  0.0  490.0  0.0  
-0.754  0.0  490.0  0.0  
-0.752  0.0  490.0  0.0  
-0.75  0.0  490.0  0.0  
-0.748  0.0  490.0  0.0  
-0.746  0.0  490.0  0.0  
-0.744  0.0  490.0  0.0  
-0.742  0.0  490.0  0.0  
-0.74  0.0  490.0  0.0  
-0.738  0.0  490.0  0.0  
-0.736  0.0  490.0  0.0  
-0.734  0.0  490.0  0.0  
-0.732  0.0  490.0  0.0  
-0.73  0.0  490.0  0.0  
-0.728  0.0  490.0  0.0  
-0.726  0.0  490.0  0.0  
-0.724  0.0  490.0  0.0  
-0.722  0.0  490.0  0.0  
-0.72  0.0  490.0  0.0  
-0.718  0.0  490.0  0.0  
-0.716  0.0  490.0  0.0  
-0.714  0.0  490.0  0.0  
-0.712  0.0  490.0  0.0  
-0.71  0.0  490.0  0.0  
-0.708  0.0  490.0  0.0  
-0.706  0.0  490.0  0.0  
-0.704  0.0  490.0  0.0  
-0.702  0.0  490.0  0.0  
-0.7  0.0  490.0  0.0  
-0.698  0.0  490.0  0.0  
-0.696  0.0  490.0  0.0  
-0.694  0.0  490.0  0.0  
-0.692  0.0  490.0  0.0  
-0.69  0.0  490.0  0.0  
-0.688  0.0  490.0  0.0  
-0.686  0.0  490.0  0.0  
-0.684  0.0  490.0  0.0  
-0.682  0.0  490.0  0.0  
-0.68  0.0  490.0  0.0  
-0.678  0.0  490.0  0.0  
-0.676  0.0  490.0  0.0  
-0.674  0.0  490.0  0.0  
-0.672  0.0  490.0  0.0  
-0.67  0.0  490.0  0.0  
-0.668  0.0  490.0  0.0  
-0.666  0.0  490.0  0.0  
-0.664  0.0  490.0  0.0  
-0.662  0.0  490.0  0.0  
-0.66  0.0  490.0  0.0  
-0.658  0.0  490.0  0.0  
-0.656  0.0  490.0  0.0  
-0.654  0.0  490.0  0.0  
-0.652  0.0  490.0  0.0  
-0.65  0.0  490.0  0.0  
-0.648  0.0  490.0  0.0  
-0.646  0.0  490.0  0.0  
-0.644  0.0  490.0  0.0  
-0.642  0.0  490.0  0.0  
-0.64  0.0  490.0  0.0  
-0.638  0.0  490.0  0.0  
-0.636  0.0  490.0  0.0  
-0.634  0.0  490.0  0.0  
-0.632  0.0  490.0  0.0  
-0.63  0.0  490.0  0.0  
-0.628  0.0  490.0  0.0  
-0.626  0.0  490.0  0.0  
-0.624  0.0  490.0  0.0  
-0.622  0.0  490.0  0.0  
-0.62  0.0  490.0  0.0  
-0.618  0.0  490.0  0.0  
-0.616  0.0  490.0  0.0  
-0.614  0.0  490.0  0.0  
-0.612  0.0  490.0  0.0  
-0.61  0.0  490.0  0.0  
-0.608  0.0  490.0  0.0  
-0.606  0.0  490.0  0.0  
-0.604  0.0  490.0  0.0  
-0.602  0.0  490.0  0.0  
-0.6  0.0  490.0  0.0  
-0.598  0.0  490.0  0.0  
-0.596  0.0  490.0  0.0  
-0.594  0.0  490.0  0.0  
-0.592  0.0  490.0  0.0  
-0.59  0.0  490.0  0.0  
-0.588  0.0  490.0  0.0  
-0.586  0.0  490.0  0.0  
-0.584  0.0  490.0  0.0  
-0.582  0.0  490.0  0.0  
-0.58  0.0  490.0  0.0  
-0.578  0.0  490.0  0.0  
-0.576  0.0  490.0  0.0  
-0.574  0.0  490.0  0.0  
-0.572  0.0  490.0  0.0  
-0.57  0.0  490.0  0.0  
-0.568  0.0  490.0  0.0  
-0.566  0.0  490.0  0.0  
-0.564  0.0  490.0  0.0  
-0.562  0.0  490.0  0.0  
-0.56  0.0  490.0  0.0  
-0.558  0.0  490.0  0.0  
-0.556  0.0  490.0  0.0  
-0.554  0.0  490.0  0.0  
-0.552  0.0  490.0  0.0  
-0.55  0.0  490.0  0.0  
-0.548  0.0  490.0  0.0  
-0.546  0.0  490.0  0.0  
-0.544  0.0  490.0  0.0  
-0.542  0.0  490.0  0.0  
-0.54  0.0  490.0  0.0  
-0.538  0.0  490.0  0.0  
-0.536  0.0  490.0  0.0  
-0.534  0.0  490.0  0.0  
-0.532  0.0  490.0  0.0  
-0.53  0.0  490.0  0.0  
-0.528  0.0  490.0  0.0  
-0.526  0.0  490.0  0.0  
-0.524  0.0  490.0  0.0  
-0.522  0.0  490.0  0.0  
-0.52  0.0  490.0  0.0  
-0.518  0.0  490.0  0.0  
-0.516  0.0  490.0  0.0  
-0.514  0.0  490.0  0.0  
-0.512  0.0  490.0  0.0  
-0.51  0.0  490.0  0.0  
-0.508  0.0  490.0  0.0  
-0.506  0.0  490.0  0.0  
-0.504  0.0  490.0  0.0  
-0.502  0.0  490.0  0.0  
-0.5  0.0  490.0  0.0  
-0.498  0.0  490.0  0.0  
-0.496  0.0  490.0  0.0  
-0.494  0.0  490.0  0.0  
-0.492  0.0  490.0  0.0  
-0.49  0.0  490.0  0.0  
-0.488  0.0  490.0  0.0  
-0.486  0.0  490.0  0.0  
-0.484  0.0  490.0  0.0  
-0.482  0.0  490.0  0.0  
-0.48  0.0  490.0  0.0  
-0.478  0.0  490.0  0.0  
-0.476  0.0  490.0  0.0  
-0.474  0.0  490.0  0.0  
-0.472  0.0  490.0  0.0  
-0.47  0.0  490.0  0.0  
-0.468  0.0  490.0  0.0  
-0.466  0.0  490.0  0.0  
-0.464  0.0  490.0  0.0  
-0.462  0.0  490.0  0.0  
-0.46  0.0  490.0  0.0  
-0.458  0.0  490.0  0.0  
-0.456  0.0  490.0  0.0  
-0.454  0.0  490.0  0.0  
-0.452  0.0  490.0  0.0  
-0.45  0.0  490.0  0.0  
-0.448  0.0  490.0  0.0  
-0.446  0.0  490.0  0.0  
-0.444  0.0  490.0  0.0  
-0.442  0.0  490.0  0.0  
-0.44  0.0  490.0  0.0  
-0.438  0.0  490.0  0.0  
-0.436  0.0  490.0  0.0  
-0.434  0.0  490.0  0.0  
-0.432  0.0  490.0  0.0  
-0.43  0.0  490.0  0.0  
-0.428  0.0  490.0  0.0  
-0.426  0.0  490.0  0.0  
-0.424  0.0  490.0  0.0  
-0.422  0.0  490.0  0.0  
-0.42  0.0  490.0  0.0  
-0.418  0.0  490.0  0.0  
-0.416  0.0  490.0  0.0  
-0.414  0.0  490.0  0.0  
-0.412  0.0  490.0  0.0  
-0.41  0.0  490.0  0.0  
-0.408  0.0  490.0  0.0  
-0.406  0.0  490.0  0.0  
-0.404  0.0  490.0  0.0  
-0.402  0.0  490.0  0.0  
-0.4  0.0  490.0  0.0  
-0.398  0.0  490.0  0.0  
-0.396  0.0  490.0  0.0  
-0.394  0.0  490.0  0.0  
-0.392  0.0  490.0  0.0  
-0.39  0.0  490.0  0.0  
-0.388  0.0  490.0  0.0  
-0.386  0.0  490.0  0.0  
-0.384  0.0  490.0  0.0  
-0.382  0.0  490.0  0.0  
-0.38  0.0  490.0  0.0  
-0.378  0.0  490.0  0.0  
-0.376  0.0  490.0  0.0  
-0.374  0.0  490.0  0.0  
-0.372  0.0  490.0  0.0  
-0.37  0.0  490.0  0.0  
-0.368  0.0  490.0  0.0  
-0.366  0.0  490.0  0.0  
-0.364  0.0  490.0  0.0  
-0.362  0.0  490.0  0.0  
-0.36  0.0  490.0  0.0  
-0.358  0.0  490.0  0.0  
-0.356  0.0  490.0  0.0  
-0.354  0.0  490.0  0.0  
-0.352  0.0  490.0  0.0  
-0.35  0.0  490.0  0.0  
-0.348  0.0  490.0  0.0  
-0.346  0.0  490.0  0.0  
-0.344  0.0  490.0  0.0  
-0.342  0.0  490.0  0.0  
-0.34  0.0  490.0  0.0  
-0.338  0.0  490.0  0.0  
-0.336  0.0  490.0  0.0  
-0.334  0.0  490.0  0.0  
-0.332  0.0  490.0  0.0  
-0.33  0.0  490.0  0.0  
-0.328  0.0  490.0  0.0  
-0.326  0.0  490.0  0.0  
-0.324  0.0  490.0  0.0  
-0.322  0.0  490.0  0.0  
-0.32  0.0  490.0  0.0  
-0.318  0.0  490.0  0.0  
-0.316  0.0  490.0  0.0  
-0.314  0.0  490.0  0.0  
-0.312  0.0  490.0  0.0  
-0.31  0.0  490.0  0.0  
-0.308  0.0  490.0  0.0  
-0.306  0.0  490.0  0.0  
-0.304  0.0  490.0  0.0  
-0.302  0.0  490.0  0.0  
-0.3  0.0  490.0  0.0  
-0.298  0.0  490.0  0.0  
-0.296  0.0  490.0  0.0  
-0.294  0.0  490.0  0.0  
-0.292  0.0  490.0  0.0  
-0.29  0.0  490.0  0.0  
-0.288  0.0  490.0  0.0  
